,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income,capital.diff,age.group
27428,Private,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,40,Taiwan,<=50K,0,26-35
27429,Private,HS-grad,Never-married,Adm-clerical,Own-child,Other,Female,25,Puerto-Rico,<=50K,0,17-25
27430,Federal-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
27431,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,30,United-States,<=50K,0,26-35
27432,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,0,46-55
27433,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,36-45
27434,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,20,Mexico,<=50K,0,17-25
27435,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
27436,Private,HS-grad,Separated,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,0,26-35
27437,Private,Some-college,Never-married,Adm-clerical,Own-child,Other,Female,20,United-States,<=50K,0,17-25
27438,Self-emp-not-inc,Assoc-voc,Never-married,Other-service,Unmarried,White,Female,38,United-States,<=50K,0,17-25
27439,Private,Masters,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
27440,Federal-gov,11th,Never-married,Machine-op-inspct,Own-child,White,Male,4,United-States,<=50K,0,17-25
27441,Local-gov,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,26-35
27442,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
27443,Private,Some-college,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K,0,17-25
27444,Self-emp-not-inc,10th,Married-civ-spouse,Exec-managerial,Wife,White,Female,36,United-States,<=50K,0,56-65
27445,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,46,United-States,<=50K,0,26-35
27446,Private,7th-8th,Separated,Handlers-cleaners,Not-in-family,White,Male,40,Mexico,<=50K,0,26-35
27447,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,55,United-States,<=50K,0,36-45
27448,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0,26-35
27449,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,56-65
27450,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K,0,36-45
27451,Private,10th,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,Mexico,<=50K,0,26-35
27452,Private,Some-college,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,50,United-States,>50K,0,56-65
27453,Private,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,0,36-45
27454,Private,Some-college,Divorced,Sales,Unmarried,White,Female,30,United-States,<=50K,0,26-35
27455,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,22,United-States,>50K,0,66-90
27456,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,30,United-States,<=50K,0,17-25
27457,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0,46-55
27458,Local-gov,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,40,United-States,<=50K,0,36-45
27459,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,<=50K,0,26-35
27460,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,34,United-States,<=50K,0,17-25
27461,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Black,Male,10,United-States,<=50K,0,26-35
27462,Private,Some-college,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,40,United-States,<=50K,0,17-25
27463,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0,36-45
27464,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,44,United-States,<=50K,0,46-55
27465,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K,0,46-55
27466,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,Black,Male,20,Jamaica,<=50K,0,17-25
27467,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50,United-States,<=50K,0,26-35
27468,Private,10th,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,<=50K,0,17-25
27469,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0,56-65
27470,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
27471,Private,Some-college,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,0,17-25
27472,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,50,United-States,<=50K,0,26-35
27473,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,0,46-55
27474,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0,26-35
27475,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0,26-35
27476,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,46-55
27477,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,12,United-States,<=50K,0,17-25
27478,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,50,United-States,<=50K,0,26-35
27479,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,0,46-55
27480,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,56-65
27481,Private,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,26-35
27482,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0,26-35
27483,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,United-States,<=50K,0,66-90
27484,Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,0,46-55
27485,Federal-gov,Bachelors,Never-married,Transport-moving,Other-relative,White,Male,35,United-States,<=50K,0,26-35
27486,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Cuba,>50K,0,26-35
27487,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,17-25
27488,Private,7th-8th,Never-married,Other-service,Unmarried,White,Female,40,Mexico,<=50K,0,17-25
27489,Private,HS-grad,Never-married,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K,0,26-35
27490,Private,10th,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,0,17-25
27491,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K,0,36-45
27492,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0,46-55
27493,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,United-States,<=50K,0,36-45
27494,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,0,56-65
27495,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,56-65
27496,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,United-States,<=50K,0,17-25
27497,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,<=50K,0,26-35
27498,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,16,United-States,<=50K,0,66-90
27499,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,46-55
27500,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,0,17-25
27501,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,<=50K,0,26-35
27502,Private,10th,Never-married,Other-service,Not-in-family,White,Male,40,Mexico,<=50K,0,17-25
27503,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,Ireland,<=50K,0,26-35
27504,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0,46-55
27505,Private,HS-grad,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K,0,17-25
27506,Self-emp-not-inc,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,36,United-States,<=50K,0,36-45
27507,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K,0,26-35
27508,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K,0,46-55
27509,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,0,46-55
27510,Private,5th-6th,Never-married,Machine-op-inspct,Unmarried,White,Female,40,Mexico,<=50K,0,36-45
27511,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
27512,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,46-55
27513,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,0,17-25
27514,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,58,United-States,>50K,0,26-35
27515,Private,Masters,Never-married,Prof-specialty,Other-relative,White,Female,8,United-States,<=50K,0,56-65
27516,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,Germany,<=50K,0,17-25
27517,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
27518,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
27519,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Male,40,United-States,<=50K,0,17-25
27520,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,90,United-States,>50K,0,26-35
27521,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,<=50K,0,26-35
27522,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,0,26-35
27523,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,20,United-States,<=50K,0,26-35
27524,Private,HS-grad,Married-spouse-absent,Adm-clerical,Own-child,White,Female,38,United-States,<=50K,0,36-45
27525,Private,11th,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,0,17-25
27526,Private,10th,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,30,United-States,<=50K,0,17-25
27527,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,<=50K,0,56-65
27528,State-gov,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0,17-25
27529,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0,46-55
27530,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,0,46-55
27531,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,0,46-55
27532,Private,HS-grad,Separated,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0,26-35
27533,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,56,United-States,>50K,0,46-55
27534,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,0,36-45
27535,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0,17-25
27536,Private,10th,Never-married,Farming-fishing,Other-relative,White,Male,35,Mexico,<=50K,0,26-35
27537,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,El-Salvador,<=50K,0,17-25
27538,Private,1st-4th,Never-married,Other-service,Unmarried,White,Female,48,El-Salvador,<=50K,0,36-45
27539,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,16,United-States,<=50K,0,56-65
27540,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0,17-25
27541,Private,Assoc-voc,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K,0,46-55
27542,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,8,United-States,<=50K,0,26-35
27543,Self-emp-inc,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,90,United-States,>50K,0,36-45
27544,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,35,United-States,<=50K,0,36-45
27545,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Cuba,<=50K,0,46-55
27546,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,60,United-States,<=50K,0,17-25
27547,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,46,United-States,<=50K,0,26-35
27548,Private,11th,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
27549,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Male,40,United-States,<=50K,0,26-35
27550,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
27551,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0,26-35
27552,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0,26-35
27553,Private,11th,Never-married,Prof-specialty,Own-child,Black,Male,40,United-States,<=50K,0,17-25
27554,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,Philippines,<=50K,0,56-65
27555,Private,10th,Never-married,Sales,Other-relative,White,Male,30,United-States,<=50K,0,
27556,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,55,United-States,>50K,0,56-65
27557,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,>50K,0,26-35
27558,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,<=50K,0,17-25
27559,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,0,56-65
27560,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K,0,26-35
27561,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,0,36-45
27562,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,El-Salvador,<=50K,0,36-45
27563,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,United-States,>50K,0,46-55
27564,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K,0,36-45
27565,Private,5th-6th,Never-married,Adm-clerical,Other-relative,White,Female,40,Mexico,<=50K,0,36-45
27566,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,60,United-States,>50K,0,46-55
27567,Private,9th,Never-married,Machine-op-inspct,Own-child,White,Male,20,United-States,<=50K,0,
27568,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
27569,Local-gov,Assoc-acdm,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,36-45
27570,State-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K,0,46-55
27571,Private,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,25,United-States,<=50K,0,46-55
27572,Private,Bachelors,Never-married,Sales,Other-relative,White,Male,40,United-States,<=50K,0,26-35
27573,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,8,United-States,<=50K,0,26-35
27574,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
27575,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
27576,Local-gov,Some-college,Separated,Adm-clerical,Own-child,Black,Male,40,United-States,<=50K,0,36-45
27577,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0,17-25
27578,Local-gov,10th,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K,0,17-25
27579,Private,Some-college,Never-married,Sales,Own-child,Black,Female,20,United-States,<=50K,0,17-25
27580,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,Black,Male,40,United-States,<=50K,0,17-25
27581,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,El-Salvador,>50K,0,46-55
27582,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,0,36-45
27583,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,0,36-45
27584,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,54,United-States,<=50K,0,36-45
27585,Private,Assoc-acdm,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0,36-45
27586,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
27587,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0,46-55
27588,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
27589,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K,0,46-55
27590,Local-gov,Assoc-voc,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,0,56-65
27591,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K,0,36-45
27592,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,0,17-25
27593,Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0,36-45
27594,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K,0,26-35
